Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
RELIANCE,EQ,1-Nov-18,1061.25,1067.9,1067.9,1050,1055,1056.25,1059.03,9396027,9950642966,156986,4656665,49.56
RELIANCE,EQ,2-Nov-18,1056.25,1067,1081,1063.15,1074,1074.9,1072.3,16796200,18010596483,200419,8445647,50.28
RELIANCE,EQ,5-Nov-18,1074.9,1073.45,1092.7,1065,1092,1090.3,1081.82,7582518,8202916185,197240,2857717,37.69
RELIANCE,EQ,6-Nov-18,1090.3,1094,1112,1091.6,1101.75,1104.1,1104.23,8634266,9534243973,156053,2916693,33.78
RELIANCE,EQ,7-Nov-18,1104.1,1115,1115,1106.7,1111.4,1110.7,1110.53,1283997,1425914094,34192,440625,34.32
RELIANCE,EQ,9-Nov-18,1110.7,1106.25,1113.8,1085,1093,1093.45,1101.88,10840462,11944916795,215120,5841307,53.88
RELIANCE,EQ,12-Nov-18,1093.45,1097.7,1098.8,1074.55,1076,1080,1085.52,5801720,6297872542,152590,2645013,45.59
RELIANCE,EQ,13-Nov-18,1080,1074,1103,1070.05,1097.85,1099.45,1090.11,6811598,7425368614,143881,2108908,30.96
RELIANCE,EQ,14-Nov-18,1099.45,1105.05,1112.65,1085.5,1099,1097.95,1098.36,7787530,8553487246,159663,2994850,38.46
RELIANCE,EQ,15-Nov-18,1097.95,1096.95,1103,1086.5,1094.7,1096.85,1095.12,6831740,7481565459,163244,2856112,41.81
RELIANCE,EQ,16-Nov-18,1096.85,1097.95,1129.95,1097.1,1125,1127.4,1121.66,11031889,12373982316,255693,5587243,50.65
RELIANCE,EQ,19-Nov-18,1127.4,1132.9,1151.7,1131,1149.65,1150,1142.86,7308981,8353119946,197374,3592492,49.15
RELIANCE,EQ,20-Nov-18,1150,1145,1155.9,1130,1137,1137.4,1143.18,5719901,6538904427,138734,1793839,31.36
RELIANCE,EQ,21-Nov-18,1137.4,1137.5,1145.5,1107.05,1113.25,1112.9,1116.81,7507812,8384776646,178600,3064398,40.82
RELIANCE,EQ,22-Nov-18,1112.9,1114.5,1125.35,1100.1,1100.1,1102.85,1113.39,5792568,6449393379,134718,1519067,26.22
RELIANCE,EQ,26-Nov-18,1102.85,1109,1117.5,1097.4,1109.75,1109.75,1107.7,6386556,7074414782,131439,2438737,38.19
RELIANCE,EQ,27-Nov-18,1109.75,1107.9,1130,1105.45,1128.6,1128.2,1121.98,6810228,7640955121,143188,2501285,36.73
RELIANCE,EQ,28-Nov-18,1128.2,1132.45,1157.75,1126.3,1151.45,1152.65,1144.01,8003964,9156579875,173899,3299967,41.23
RELIANCE,EQ,29-Nov-18,1152.65,1161,1179.9,1160,1167.8,1168.5,1170.72,12636169,14793418726,185139,6306144,49.91
RELIANCE,EQ,30-Nov-18,1168.5,1172.3,1186,1162.3,1167.1,1167.55,1171.45,10717448,12554963387,248359,5180738,48.34
RELIANCE,EQ,3-Dec-18,1167.55,1174.9,1174.9,1148.5,1158,1156.45,1158.74,5569578,6453718882,223402,2281565,40.96
RELIANCE,EQ,4-Dec-18,1156.45,1158,1158,1142.2,1153.1,1152.3,1149.79,5192825,5970662018,138924,2107469,40.58
RELIANCE,EQ,5-Dec-18,1152.3,1143.75,1158.8,1139.3,1158.15,1155.15,1150.35,5819618,6694600610,133704,2225427,38.24
RELIANCE,EQ,6-Dec-18,1155.15,1149,1149,1118.25,1119.05,1123.65,1136.17,5866108,6664920879,167545,2029327,34.59
RELIANCE,EQ,7-Dec-18,1123.65,1129.45,1136.95,1108.35,1133.2,1133.8,1124.39,7214078,8111464827,208447,3026361,41.95
RELIANCE,EQ,10-Dec-18,1133.8,1110,1114.3,1083.1,1085,1090.25,1091.18,9381544,10236937615,312176,4443160,47.36
RELIANCE,EQ,11-Dec-18,1090.25,1066,1102.1,1055,1098,1097.55,1079.85,13494665,14572281033,288585,5185141,38.42
RELIANCE,EQ,12-Dec-18,1097.55,1099,1113.5,1087.75,1110.9,1110.5,1099.51,12605431,13859813727,207331,5196695,41.23
RELIANCE,EQ,13-Dec-18,1110.5,1128,1128,1095.05,1105.75,1107.05,1110.87,9297518,10328317507,191768,3456104,37.17
RELIANCE,EQ,14-Dec-18,1107.05,1103.1,1114.9,1091.8,1110,1112.2,1107.1,7221324,7994694822,194030,2836613,39.28
RELIANCE,EQ,17-Dec-18,1112.2,1115.95,1133,1111.5,1131.65,1129.9,1125.03,5064357,5697537141,123031,1583096,31.26
RELIANCE,EQ,18-Dec-18,1129.9,1123.3,1139,1120.5,1137.75,1136.4,1129.68,5870928,6632265674,112465,1463429,24.93
RELIANCE,EQ,19-Dec-18,1136.4,1141.5,1147.3,1133.2,1134.85,1136.8,1141.63,7368799,8412459475,164405,3731005,50.63
RELIANCE,EQ,20-Dec-18,1136.8,1121,1132.5,1116.15,1129.9,1128.45,1125.05,5764731,6485603201,185769,2014106,34.94
RELIANCE,EQ,21-Dec-18,1128.45,1125,1131.25,1096,1098,1100.2,1109.5,8281941,9188808281,218034,4108319,49.61
RELIANCE,EQ,24-Dec-18,1100.2,1100.9,1103.2,1086.55,1089.3,1089.15,1094.03,4144535,4534256814,117013,1170605,28.24
RELIANCE,EQ,26-Dec-18,1089.15,1085.8,1100,1065.65,1099.7,1098.35,1081.5,7210059,7797694484,156049,1909463,26.48
RELIANCE,EQ,27-Dec-18,1098.35,1107.2,1127,1104,1118.1,1120.2,1119.69,12478000,13971553903,216178,4046134,32.43
RELIANCE,EQ,28-Dec-18,1120.2,1125.5,1135.25,1121.2,1125.65,1125.55,1129.79,7666016,8661012961,130793,2256132,29.43
RELIANCE,EQ,31-Dec-18,1125.55,1130.95,1133.85,1116.2,1125.25,1121.25,1122.29,7222817,8106063425,155746,2448969,33.91
RELIANCE,EQ,1-Jan-19,1121.25,1125.25,1127.3,1110.1,1120.5,1121,1119.01,4455850,4986129073,76742,1306898,29.33
RELIANCE,EQ,2-Jan-19,1121,1114.5,1127,1101,1104.35,1106.4,1113.42,7144970,7955342410,147850,2543832,35.6
RELIANCE,EQ,3-Jan-19,1106.4,1107.5,1114.6,1090.1,1090.3,1092.75,1101.37,7446457,8201291658,231404,2883339,38.72
RELIANCE,EQ,4-Jan-19,1092.75,1097.4,1104.45,1081.1,1099.6,1098.65,1093.06,8465141,9252946937,189220,3496807,41.31
RELIANCE,EQ,7-Jan-19,1098.65,1107,1118.45,1101,1104.9,1104.75,1110.32,5513559,6121831037,112082,2138247,38.78
RELIANCE,EQ,8-Jan-19,1104.75,1105.1,1109.95,1096,1101,1104.65,1103.82,5625153,6209150563,103758,2263675,40.24
RELIANCE,EQ,9-Jan-19,1104.65,1112,1117,1098.7,1109.25,1110.75,1110.55,5766805,6404322207,186143,2004031,34.75
RELIANCE,EQ,10-Jan-19,1110.75,1107.75,1111,1103,1107.6,1107.5,1106.3,4080283,4514020687,92025,2045495,50.13
RELIANCE,EQ,11-Jan-19,1107.5,1107.6,1113.8,1088.6,1095.5,1098.05,1099.31,6463903,7105842454,162386,2382676,36.86
RELIANCE,EQ,14-Jan-19,1098.05,1095,1100.5,1086.4,1099,1096.8,1093.55,4111782,4496426169,97120,1851833,45.04
RELIANCE,EQ,15-Jan-19,1096.8,1105,1132,1105,1130.95,1129.65,1124.77,10062875,11318469360,187957,4195032,41.69
RELIANCE,EQ,16-Jan-19,1129.65,1135,1145,1130.35,1136.5,1135.9,1139.05,6382777,7270322619,129953,2077966,32.56
RELIANCE,EQ,17-Jan-19,1135.9,1144.45,1147.9,1130,1133,1134.45,1139.3,7487963,8531072687,135936,2511305,33.54
RELIANCE,EQ,18-Jan-19,1134.45,1148.8,1189.9,1135.25,1185.8,1184.35,1162.97,25684142,29870001779,438550,7341001,28.58
RELIANCE,EQ,21-Jan-19,1184.35,1194,1239.95,1188.65,1235,1237.7,1222.77,22038534,26948045198,403702,6427362,29.16
RELIANCE,EQ,22-Jan-19,1237.7,1232.85,1246.95,1219.6,1232,1235.15,1234.02,16552819,20426529562,283673,4373694,26.42
RELIANCE,EQ,23-Jan-19,1235.15,1233.3,1244.2,1222,1224.45,1226.3,1233.79,8829502,10893762274,142555,3120131,35.34
RELIANCE,EQ,24-Jan-19,1226.3,1225,1253.2,1220.1,1249,1247.45,1240.42,13155185,16318007440,225787,3750294,28.51
RELIANCE,EQ,25-Jan-19,1247.45,1250.45,1264.7,1235.4,1247.1,1246,1253.45,8550836,10718047747,183744,2362577,27.63
RELIANCE,EQ,28-Jan-19,1246,1250.5,1255.95,1222.4,1230.5,1229.55,1237.32,8569265,10602958029,188470,3185043,37.17
RELIANCE,EQ,29-Jan-19,1229.55,1231,1231.65,1201.35,1214.9,1210.65,1212.83,9328866,11314352060,169968,4553808,48.81
RELIANCE,EQ,30-Jan-19,1210.65,1215,1225,1191.1,1195.75,1195.7,1208.06,7846940,9479601531,153142,3095594,39.45
RELIANCE,EQ,31-Jan-19,1195.7,1202,1229.7,1201,1225.2,1227.15,1220.45,10185347,12430723963,221969,5218187,51.23
RELIANCE,EQ,1-Feb-19,1227.15,1234,1255,1227.05,1253.1,1249.95,1240.68,9228965,11450198242,214121,3715944,40.26
RELIANCE,EQ,4-Feb-19,1249.95,1247,1296.95,1242.05,1289.5,1290.9,1269.56,11670570,14816488322,238268,4215486,36.12
RELIANCE,EQ,5-Feb-19,1290.9,1292,1304.4,1278.6,1288,1291.55,1292.06,9362406,12096749451,188250,3245178,34.66
RELIANCE,EQ,6-Feb-19,1291.55,1296.25,1317.65,1294.25,1310.55,1310.25,1309.33,9411585,12322866455,171848,3426503,36.41
RELIANCE,EQ,7-Feb-19,1310.25,1310.25,1321.2,1286.1,1288,1290.4,1302.19,9212227,11996039371,227737,2945960,31.98
RELIANCE,EQ,8-Feb-19,1290.4,1284.8,1300.5,1272.25,1277.8,1277.7,1282.97,6505502,8346364103,174433,2225628,34.21
RELIANCE,EQ,11-Feb-19,1277.7,1275.9,1276,1251,1254.5,1253.25,1259.38,7523999,9475609078,154193,4104534,54.55
RELIANCE,EQ,12-Feb-19,1253.25,1251.5,1272.35,1251.5,1255.5,1256.4,1261.8,6399485,8074847916,173602,2638007,41.22
RELIANCE,EQ,13-Feb-19,1256.4,1261,1273.95,1235.75,1238.3,1245.95,1258.94,6964042,8767311289,150257,2579211,37.04
RELIANCE,EQ,14-Feb-19,1245.95,1241,1241,1218,1229.1,1224.2,1227.02,6627360,8131900744,138445,2505560,37.81
RELIANCE,EQ,15-Feb-19,1224.2,1229.75,1249.9,1214,1248.1,1244.45,1228.62,9597961,11792253866,175538,3834033,39.95
RELIANCE,EQ,18-Feb-19,1244.45,1250,1252.5,1215,1215.65,1220.1,1226.57,9649017,11835163808,212673,4211189,43.64
RELIANCE,EQ,19-Feb-19,1220.1,1218,1239.7,1211.2,1215.6,1216.1,1228.49,6244189,7670926659,149603,1681609,26.93
RELIANCE,EQ,20-Feb-19,1216.1,1223.85,1240,1219,1235.55,1234.35,1228.29,6298179,7736005977,157634,2060904,32.72
RELIANCE,EQ,21-Feb-19,1234.35,1236,1257.8,1229.35,1247.3,1246.9,1246.51,10580178,13188332137,206387,4866938,46
RELIANCE,EQ,22-Feb-19,1246.9,1244.6,1245.3,1226,1231.7,1232.35,1233.91,8755865,10803986768,169765,3503955,40.02
RELIANCE,EQ,25-Feb-19,1232.35,1236,1243,1220.65,1231.3,1232.3,1232.29,7852528,9676593047,159793,3212379,40.91
RELIANCE,EQ,26-Feb-19,1232.3,1209.5,1234.8,1206,1220.2,1220.25,1221.22,10131050,12372287570,166251,3886999,38.37
RELIANCE,EQ,27-Feb-19,1220.25,1228.05,1244.9,1209,1220.65,1223.5,1227.12,11113182,13637250489,222847,4163615,37.47
RELIANCE,EQ,28-Feb-19,1223.5,1233.75,1239.85,1226.55,1232,1231.05,1233.07,11286916,13917567837,179607,5923497,52.48
RELIANCE,EQ,1-Mar-19,1231.05,1237,1242.35,1222.25,1225,1226.05,1229.08,7922513,9737413570,156673,4129082,52.12
RELIANCE,EQ,5-Mar-19,1226.05,1223.4,1239.8,1218.6,1237.45,1237.65,1229.02,7121509,8752505366,177673,2886956,40.54
RELIANCE,EQ,6-Mar-19,1237.65,1239.8,1273.1,1235.1,1262,1264.8,1257.64,12038231,15139719373,228963,4441001,36.89
RELIANCE,EQ,7-Mar-19,1264.8,1264,1279.8,1258.15,1270,1270.25,1271.7,8109259,10312571023,180667,3006231,37.07
RELIANCE,EQ,8-Mar-19,1270.25,1266.05,1274.45,1262,1266.9,1267.1,1267.28,6040052,7654451409,137676,3019726,50
RELIANCE,EQ,11-Mar-19,1267.1,1270.05,1312,1268,1309.55,1304.1,1291.98,9718840,12556541046,176513,4714091,48.5
RELIANCE,EQ,12-Mar-19,1304.1,1316.9,1334,1314.25,1330.85,1331.35,1324.88,11228736,14876774951,193657,4678374,41.66
RELIANCE,EQ,13-Mar-19,1331.35,1337,1360,1328.1,1349,1347.3,1339.1,11236048,15046185762,219134,4622410,41.14
RELIANCE,EQ,14-Mar-19,1347.3,1349.75,1362,1336.1,1339.5,1341.55,1352.38,10402048,14067556296,280534,5383855,51.76
RELIANCE,EQ,15-Mar-19,1341.55,1345,1358.8,1311.2,1323.75,1321.65,1334.04,15893093,21202054548,212588,9619588,60.53
RELIANCE,EQ,18-Mar-19,1321.65,1331,1357.95,1329,1356.5,1350.05,1341.23,10105234,13553461916,205654,4740899,46.92
RELIANCE,EQ,19-Mar-19,1350.05,1360,1380,1343.1,1378,1376.55,1362.21,9805318,13356900675,196165,2711171,27.65
RELIANCE,EQ,20-Mar-19,1376.55,1377.8,1388,1364,1373.05,1375.45,1376.17,9892823,13614222090,175117,3410645,34.48
RELIANCE,EQ,22-Mar-19,1375.45,1372.5,1380.9,1336.7,1345.1,1341.75,1359.14,11465112,15582694375,216597,6045124,52.73
RELIANCE,EQ,25-Mar-19,1341.75,1330.6,1336.85,1316.7,1328,1324.45,1325.16,7951992,10537631803,162927,3661248,46.04
RELIANCE,EQ,26-Mar-19,1324.45,1330.3,1371.6,1330,1369,1367.25,1353.06,9479288,12826063636,186909,3250443,34.29
RELIANCE,EQ,27-Mar-19,1367.25,1377.95,1377.95,1344.25,1347,1349.25,1360.73,10094174,13735399191,171701,3394370,33.63
RELIANCE,EQ,28-Mar-19,1349.25,1350.25,1369.8,1342.8,1362,1360,1357.34,10482938,14228879897,178529,4655778,44.41
RELIANCE,EQ,29-Mar-19,1360,1370.05,1376.85,1355.1,1363.05,1363.25,1363.56,7699271,10498445886,136542,3130918,40.67
RELIANCE,EQ,1-Apr-19,1363.25,1370,1406.8,1362.55,1391.6,1391.85,1386.73,10098281,14003614629,239548,3166752,31.36
RELIANCE,EQ,2-Apr-19,1391.85,1398,1403.1,1380.1,1388.2,1389.7,1390.35,8012636,11140373758,168893,2276094,28.41
RELIANCE,EQ,3-Apr-19,1389.7,1392.75,1403,1372,1374.6,1375.2,1390.2,7849461,10912295747,169662,2934404,37.38
RELIANCE,EQ,4-Apr-19,1375.2,1379,1383.7,1347.25,1354.5,1353.05,1360.64,8375674,11396256161,177047,2798000,33.41
RELIANCE,EQ,5-Apr-19,1353.05,1360.95,1363.9,1343,1355.85,1353.9,1352.52,6728239,9100090312,131955,2231490,33.17
RELIANCE,EQ,8-Apr-19,1353.9,1356,1357.5,1323.7,1328,1329.25,1335.09,8723577,11646734561,216174,4345575,49.81
RELIANCE,EQ,9-Apr-19,1329.25,1328.9,1340.7,1321,1338,1334.45,1330.46,9497621,12636159791,202524,4554495,47.95
RELIANCE,EQ,10-Apr-19,1334.45,1337.95,1348,1326.5,1331,1331.4,1337.99,7612711,10185730758,152322,3054830,40.13
RELIANCE,EQ,11-Apr-19,1331.4,1332.95,1353,1329,1350,1346.8,1338.41,5741333,7684265512,139852,2274089,39.61
RELIANCE,EQ,12-Apr-19,1346.8,1350,1356.9,1336.65,1340,1343.1,1346.08,5919742,7968461251,147697,2037194,34.41
RELIANCE,EQ,15-Apr-19,1343.1,1345,1348.95,1335,1339,1340.15,1341.32,4245127,5694089312,90689,1497000,35.26
RELIANCE,EQ,16-Apr-19,1340.15,1345,1360,1340,1345,1343.75,1349.7,7936553,10711981440,199659,4217307,53.14
RELIANCE,EQ,18-Apr-19,1343.75,1375,1389.75,1365,1386.05,1385.95,1379.51,17960482,24776645490,337505,6905750,38.45
RELIANCE,EQ,22-Apr-19,1385.95,1360,1367,1341.3,1344,1345.35,1353.82,10792748,14611422111,289829,3826256,35.45
RELIANCE,EQ,23-Apr-19,1345.35,1348,1373,1346,1364.65,1363.85,1362.98,9055300,12342230169,183025,2687211,29.68
RELIANCE,EQ,24-Apr-19,1363.85,1370.3,1394.8,1366.25,1389.5,1389.5,1379.35,7360887,10153225468,182147,2800119,38.04
RELIANCE,EQ,25-Apr-19,1389.5,1389.1,1412.4,1362.6,1370,1372.4,1391.77,13929820,19387122710,275583,6097094,43.77
RELIANCE,EQ,26-Apr-19,1372.4,1375,1395.95,1370.7,1392,1392.8,1383.98,6889444,9534854406,160625,2543349,36.92
RELIANCE,EQ,30-Apr-19,1392.8,1396.4,1396.4,1366.8,1392.45,1392.8,1384.81,10217019,14148587975,210909,4720683,46.2
RELIANCE,EQ,2-May-19,1392.8,1392,1413.9,1382.1,1403.1,1405.05,1402.33,8682505,12175759294,203263,3311981,38.15
RELIANCE,EQ,3-May-19,1405.05,1407.95,1417.5,1402.65,1409.9,1408.85,1412.19,6510169,9193624810,174995,2762984,42.44
RELIANCE,EQ,6-May-19,1408.85,1398,1402.8,1378.1,1382.95,1384.9,1392.39,7237910,10078024781,151864,3763775,52
RELIANCE,EQ,7-May-19,1384.9,1394.8,1395,1340.2,1341,1343.5,1361.64,8877095,12087393002,214252,4066700,45.81
RELIANCE,EQ,8-May-19,1343.5,1340,1340,1292.2,1297.75,1299.45,1313.1,14610543,19185103692,354813,6922545,47.38
RELIANCE,EQ,9-May-19,1299.45,1288.8,1288.8,1251.75,1253.15,1256.45,1265.1,19507368,24678759802,389079,9685998,49.65
RELIANCE,EQ,10-May-19,1256.45,1265,1277.7,1245,1245.75,1251.15,1263.56,11226831,14185772329,231193,3221387,28.69
RELIANCE,EQ,13-May-19,1251.15,1247.9,1260.8,1227.5,1229.9,1232.05,1246.96,8047801,10035248863,165987,2507496,31.16
RELIANCE,EQ,14-May-19,1232.05,1236.5,1269.35,1231.5,1267,1260.45,1252.66,13001004,16285800117,237275,5416017,41.66
RELIANCE,EQ,15-May-19,1260.45,1273,1278,1250.6,1256,1256.9,1269.53,11163801,14172762818,199165,5331570,47.76
RELIANCE,EQ,16-May-19,1256.9,1259.95,1271.9,1258.1,1269.2,1265.35,1264.7,6606652,8355421933,165495,2695057,40.79
RELIANCE,EQ,17-May-19,1265.35,1267,1276.95,1252,1269,1267.4,1268.85,7898440,10021920301,153297,3087049,39.08
RELIANCE,EQ,20-May-19,1267.4,1313.6,1337.7,1303.5,1328.55,1325.9,1319.23,12333937,16271303255,291230,6076425,49.27
RELIANCE,EQ,21-May-19,1325.9,1332.2,1367,1330.05,1339.9,1339.8,1348,13872055,18699517120,294207,5712146,41.18
RELIANCE,EQ,22-May-19,1339.8,1345.65,1359.7,1335.1,1344,1340.4,1345.18,11287400,15183604297,210505,4593115,40.69
RELIANCE,EQ,23-May-19,1340.4,1372,1392,1325,1336,1333.9,1364.45,17722514,24181412650,328622,5356239,30.22
RELIANCE,EQ,24-May-19,1333.9,1348,1353.8,1316.5,1338,1336.85,1334.73,10180759,13588548475,237096,2740195,26.92
RELIANCE,EQ,27-May-19,1336.85,1337.1,1337.5,1307,1313.2,1310.65,1322.83,7349720,9722442982,161412,2344542,31.9
RELIANCE,EQ,28-May-19,1310.65,1319.8,1334.8,1313.35,1330,1323.75,1323.88,19472659,25779560282,327818,9947020,51.08
RELIANCE,EQ,29-May-19,1323.75,1321,1333.3,1304.15,1315.6,1313.05,1321.09,7112830,9396655635,183211,1983629,27.89
RELIANCE,EQ,30-May-19,1313.05,1316.25,1342,1316.25,1330,1329.75,1329.55,10740841,14280455588,198892,3938278,36.67
RELIANCE,EQ,31-May-19,1329.75,1337.9,1341.9,1320.2,1330.1,1330.15,1330.68,11760178,15649085826,203751,4867709,41.39
RELIANCE,EQ,3-Jun-19,1330.15,1335,1367.25,1321.2,1364,1360.2,1344.47,8483610,11405935738,168454,3426100,40.38
RELIANCE,EQ,4-Jun-19,1360.2,1357.45,1374.25,1348.1,1353,1351.65,1358.17,7059911,9588561365,167875,1999768,28.33
RELIANCE,EQ,6-Jun-19,1351.65,1361.9,1361.9,1321.1,1326.15,1327.35,1335.47,7664319,10235481154,199549,3562547,46.48
RELIANCE,EQ,7-Jun-19,1327.35,1325.95,1327.25,1305.6,1311,1314.9,1314.55,6730595,8847672553,180263,1966742,29.22
RELIANCE,EQ,10-Jun-19,1314.9,1320.9,1327,1310.1,1320.5,1319.15,1319.5,5380148,7099110100,151279,1985597,36.91
RELIANCE,EQ,11-Jun-19,1319.15,1321.85,1334.5,1318,1329.55,1329.15,1327.51,5253790,6974448670,136433,1979424,37.68
RELIANCE,EQ,12-Jun-19,1329.15,1334.7,1338.4,1325,1333.2,1332.15,1332.57,4707716,6273369872,125940,1470130,31.23
RELIANCE,EQ,13-Jun-19,1332.15,1330,1334.7,1308.65,1323.65,1327.25,1322.47,7171189,9483684625,190475,3440145,47.97
RELIANCE,EQ,14-Jun-19,1327.25,1321.9,1325,1309.4,1320,1317.55,1316.01,6831331,8990093262,153945,3520760,51.54
RELIANCE,EQ,17-Jun-19,1317.55,1320,1320,1278.5,1282.25,1282.3,1291.9,6815554,8805027721,180983,2875500,40.83
RELIANCE,EQ,18-Jun-19,1282.3,1278.9,1287.95,1269.1,1278.5,1281,1279.9,7679193,9828580500,176329,3400661,42.7
RELIANCE,EQ,19-Jun-19,1281,1286.9,1302,1262.6,1282,1277.35,1284.31,6625604,8509322280,179058,2254672,34.03
RELIANCE,EQ,20-Jun-19,1277.35,1280,1300,1278,1299.9,1296.75,1288.38,4914012,6331138795,120935,1864061,37.93
RELIANCE,EQ,21-Jun-19,1296.75,1295.95,1296,1275.55,1278.7,1279.5,1282.04,10623098,13619185209,153633,7333771,69.04
RELIANCE,EQ,24-Jun-19,1279.5,1272.15,1276.45,1257.1,1261.85,1262.4,1264.03,5150998,6511020817,149137,2132564,41.4
RELIANCE,EQ,25-Jun-19,1262.4,1258.9,1298,1254.25,1295.4,1295.85,1281.36,6842363,8767510683,157350,2090674,30.55
RELIANCE,EQ,26-Jun-19,1295.85,1291,1304.6,1286.35,1291.9,1294.15,1295.88,5299942,6868096872,137376,1423008,26.85
RELIANCE,EQ,27-Jun-19,1294.15,1293.15,1296.9,1271,1276,1274.15,1281.11,11385972,14586656141,213461,6117120,53.73
RELIANCE,EQ,28-Jun-19,1274.15,1277.1,1282.85,1248.65,1254,1253.1,1261.89,8659721,10927608371,212372,4949244,57.15
RELIANCE,EQ,1-Jul-19,1253.1,1258.05,1272.65,1246.45,1268.9,1268.85,1263.04,6162080,7782945943,145700,1723543,27.97
RELIANCE,EQ,2-Jul-19,1268.85,1273.95,1281,1263.3,1279,1278.5,1272.92,4638751,5904738864,128065,1426211,30.75
RELIANCE,EQ,3-Jul-19,1278.5,1282.9,1286.5,1275.05,1282,1282.55,1281.62,4026032,5159834855,144904,1524004,37.85
RELIANCE,EQ,4-Jul-19,1282.55,1281.4,1291,1280,1284,1284,1285.9,4275148,5497406372,104947,1731027,40.49
RELIANCE,EQ,5-Jul-19,1284,1285.1,1290.5,1260,1262.9,1263.35,1275.14,4995344,6369748472,128927,1898594,38.01
RELIANCE,EQ,8-Jul-19,1263.35,1258,1268.1,1248.2,1252.5,1252.05,1256.53,6404544,8047480742,230442,2846182,44.44
RELIANCE,EQ,9-Jul-19,1252.05,1248.95,1283.5,1245.5,1283,1280.1,1272.67,8016757,10202649426,190477,3696748,46.11
RELIANCE,EQ,10-Jul-19,1280.1,1280.05,1289.35,1268.7,1277.1,1278.85,1277.53,5494315,7019145793,189719,2127946,38.73
RELIANCE,EQ,11-Jul-19,1278.85,1287,1289.8,1279.3,1280.5,1281.55,1284.68,3935460,5055815448,135350,1678654,42.65
RELIANCE,EQ,12-Jul-19,1281.55,1283,1300,1278.05,1278.55,1280.5,1292.37,7174054,9271567813,170857,2943891,41.04
RELIANCE,EQ,15-Jul-19,1280.5,1285,1289.5,1270.35,1276.5,1276.1,1276.79,4873164,6221997658,115484,2806704,57.6
RELIANCE,EQ,16-Jul-19,1276.1,1279.95,1294.9,1277.05,1292.1,1293,1285.92,4604019,5920407971,143941,2151811,46.74
RELIANCE,EQ,17-Jul-19,1293,1294.3,1297,1280,1280.5,1281.85,1287.12,4334958,5579597026,125052,2124452,49.01
RELIANCE,EQ,18-Jul-19,1281.85,1282,1286.4,1258,1264.9,1261.85,1269.25,5459896,6929997087,154201,3041238,55.7
RELIANCE,EQ,19-Jul-19,1261.85,1268.2,1272.95,1242.7,1253,1249,1256.85,7468515,9386768752,218081,3573381,47.85
RELIANCE,EQ,22-Jul-19,1249,1251,1284.5,1227.3,1278.1,1280.5,1262.08,13300153,16785913907,324798,4610837,34.67
RELIANCE,EQ,23-Jul-19,1280.5,1285,1293.9,1260.4,1275,1273.55,1281.65,9287951,11903864962,231082,4500528,48.46
RELIANCE,EQ,24-Jul-19,1273.55,1273.5,1278.8,1253.55,1260,1259.1,1261.14,6943982,8757320632,214822,4092320,58.93
RELIANCE,EQ,25-Jul-19,1259.1,1264,1269.05,1227,1235,1231.5,1245.25,9968545,12413340500,224275,4147870,41.61
RELIANCE,EQ,26-Jul-19,1231.5,1231.5,1242.5,1210,1217,1213.8,1222.79,9320481,11396954500,247585,3725754,39.97
RELIANCE,EQ,29-Jul-19,1213.8,1216.9,1222,1205.1,1211.4,1210.95,1212.37,8058035,9769288353,209633,4222688,52.4
RELIANCE,EQ,30-Jul-19,1210.95,1213.95,1220,1175.95,1177.6,1180.9,1199.24,9533344,11432780839,230470,5042852,52.9
RELIANCE,EQ,31-Jul-19,1180.9,1175.75,1185,1162.4,1165.2,1166.25,1173.86,9705619,11393035592,291399,5616490,57.87
RELIANCE,EQ,1-Aug-19,1166.25,1163.4,1188.2,1150.35,1185.75,1180.25,1163.85,10344862,12039909017,299918,5120707,49.5
RELIANCE,EQ,2-Aug-19,1180.25,1175.7,1198.25,1162.1,1183.55,1184.35,1181.63,10865385,12838863669,279007,5009673,46.11
RELIANCE,EQ,5-Aug-19,1184.35,1167,1167,1128,1141,1143.35,1143.81,13897461,15896018245,331944,7353421,52.91
RELIANCE,EQ,6-Aug-19,1143.35,1134.75,1149.6,1122,1122.35,1128.3,1137.27,13288909,15113039873,313122,7029679,52.9
RELIANCE,EQ,7-Aug-19,1128.3,1126.5,1138.55,1103.1,1104.4,1109.4,1118.77,11588879,12965339878,328317,4677011,40.36
RELIANCE,EQ,8-Aug-19,1109.4,1108.35,1158,1095.3,1156.65,1152.35,1124.86,14262936,16043824121,296960,6323162,44.33
RELIANCE,EQ,9-Aug-19,1152.35,1161.85,1175.5,1152.3,1161,1162.1,1166.33,10043949,11714585303,251552,3975739,39.58
RELIANCE,EQ,13-Aug-19,1162.1,1233.15,1302.8,1226,1275.3,1274.75,1274.8,47923444,61092901704,855344,17737691,37.01
RELIANCE,EQ,14-Aug-19,1274.75,1304,1304.45,1280.35,1288,1288.25,1292.12,14487137,18719162022,317664,5340545,36.86
RELIANCE,EQ,16-Aug-19,1288.25,1291.2,1291.8,1273,1278.5,1278,1280.75,10047496,12868358694,274722,5383619,53.58
RELIANCE,EQ,19-Aug-19,1278,1281.05,1296.8,1280,1290,1292.6,1289.52,7459859,9619648793,210583,3445959,46.19
